Fabric_ID,Fabric_Type,Fabric_Weight,Stitch_Type,Num_Layers,Num_Threads,Fabric_Thickness
561,Polyester,5.34,Overlock,3,90,0.0008
562,Silk,8.99,Topstitching,4,120,0.001
563,Cotton,5.04,Overlock,2,80,0.0008
564,Polyester,5.34,Overlock,1,80,0.0008
565,Cotton,14.99,Upholstery,5,150,0.01
566,Linen,9.08,Upholstery,6,200,0.011
567,Cotton,13.23,Upholstery,5,120,0.0092
568,Cotton,5.34,Overlock,2,100,0.0009
569,Polyester,5.34,Overlock,1,80,0.0008
570,Wool,7.78,Woven,4,80,0.015
571,Cotton,8.89,Straight,3,250,0.21
572,Canvas,13.67,Topstitching,5,150,0.0081
573,Canvas,13.67,Topstitching,5,150,0.0081
574,Leather,8,Two Needle,1,20,0.1093
575,Satin,5.34,Twill,2,100,0.0081
576,Lace,4.11,Embroidery,1,60,0.007
577,Cotton,16.7,Upholstery,5,150,0.203
578,Cotton,8.88,Overlock,3,100,0.00102
579,Polyester,5.34,Overlock,2,90,0.0008
580,Cotton,5.11,Overlock,2,90,0.0009
581,Polyester,5.21,Overlock,1,80,0.0007
582,Cotton,5.34,Topstitching,3,100,0.0021
583,Cotton,5.34,Overlock,3,120,0.0007
584,Silk,8.84,Topstitching,4,140,0.002
585,Leather,8,Two Needle,1,20,0.1134
586,Leather,9,Two Needle,1,20,0.10011
587,Cotton,5.34,Overlock,3,150,0.0001
588,Polyester,4.44,Overlock,2,80,0.00045
589,Cotton,7.77,Topstitching,6,90,0.00326
590,Polyester,6.67,Topstitching,4,110,0.00034
591,Canvas,13.33,Topstitching,5,70,0.0098
592,Canvas,12.11,Topstitching,5,90,0.0118
593,Cotton,16.12,Upholstery,5,100,0.0192
594,Cotton,9.83,Overlock,7,150,0.00567
595,Cotton,13.12,Upholstery,6,120,0.021
596,Polyester,5.34,Overlock,3,90,0.0008
597,Silk,8.99,Topstitching,4,120,0.001
598,Cotton,5.04,Overlock,2,80,0.0008
599,Polyester,5.34,Overlock,1,80,0.0008
600,Cotton,14.99,Upholstery,5,150,0.01
601,Linen,9.08,Upholstery,6,200,0.011
602,Cotton,13.23,Upholstery,5,120,0.0092
603,Cotton,5.34,Overlock,2,100,0.0009
604,Polyester,5.34,Overlock,1,80,0.0008
605,Wool,7.78,Woven,4,80,0.015
606,Cotton,8.89,Straight,3,250,0.21
607,Canvas,13.67,Topstitching,5,150,0.0081
608,Canvas,13.67,Topstitching,5,150,0.0081
609,Leather,8,Two Needle,1,20,0.1093
610,Satin,5.34,Twill,2,100,0.0081
611,Lace,4.11,Embroidery,1,60,0.007
612,Cotton,16.7,Upholstery,5,150,0.203
613,Cotton,8.88,Overlock,3,100,0.00102
614,Polyester,5.34,Overlock,2,90,0.0008
615,Cotton,5.11,Overlock,2,90,0.0009
616,Polyester,5.21,Overlock,1,80,0.0007
617,Cotton,5.34,Topstitching,3,100,0.0021
618,Cotton,5.34,Overlock,3,120,0.0007
619,Silk,8.84,Topstitching,4,140,0.002
620,Leather,8,Two Needle,1,20,0.1134
621,Leather,9,Two Needle,1,20,0.10011
622,Cotton,5.34,Overlock,3,150,0.0001
623,Polyester,4.44,Overlock,2,80,0.00045
624,Cotton,7.77,Topstitching,6,90,0.00326
625,Polyester,6.67,Topstitching,4,110,0.00034
626,Canvas,13.33,Topstitching,5,70,0.0098
627,Canvas,12.11,Topstitching,5,90,0.0118
628,Cotton,16.12,Upholstery,5,100,0.0192
629,Cotton,9.83,Overlock,7,150,0.00567
630,Cotton,13.12,Upholstery,6,120,0.021
631,Polyester,5.34,Overlock,3,90,0.0008
632,Silk,8.99,Topstitching,4,120,0.001
633,Cotton,5.04,Overlock,2,80,0.0008
634,Polyester,5.34,Overlock,1,80,0.0008
635,Cotton,14.99,Upholstery,5,150,0.01
636,Linen,9.08,Upholstery,6,200,0.011
637,Cotton,13.23,Upholstery,5,120,0.0092
638,Cotton,5.34,Overlock,2,100,0.0009
639,Polyester,5.34,Overlock,1,80,0.0008
640,Wool,7.78,Woven,4,80,0.015
641,Cotton,8.89,Straight,3,250,0.21
642,Canvas,13.67,Topstitching,5,150,0.0081
643,Canvas,13.67,Topstitching,5,150,0.0081
644,Leather,8,Two Needle,1,20,0.1093
645,Satin,5.34,Twill,2,100,0.0081
646,Lace,4.11,Embroidery,1,60,0.007
647,Cotton,16.7,Upholstery,5,150,0.203
648,Cotton,8.88,Overlock,3,100,0.00102
649,Polyester,5.34,Overlock,2,90,0.0008
650,Cotton,5.11,Overlock,2,90,0.0009
651,Polyester,5.21,Overlock,1,80,0.0007
652,Cotton,5.34,Topstitching,3,100,0.0021
653,Cotton,5.34,Overlock,3,120,0.0007
654,Silk,8.84,Topstitching,4,140,0.002
655,Leather,8,Two Needle,1,20,0.1134
656,Leather,9,Two Needle,1,20,0.10011
657,Cotton,5.34,Overlock,3,150,0.0001
658,Polyester,4.44,Overlock,2,80,0.00045
659,Cotton,7.77,Topstitching,6,90,0.00326
660,Polyester,6.67,Topstitching,4,110,0.00034
661,Canvas,13.33,Topstitching,5,70,0.0098
662,Canvas,12.11,Topstitching,5,90,0.0118
663,Cotton,16.12,Upholstery,5,100,0.0192
664,Cotton,9.83,Overlock,7,150,0.00567
665,Cotton,13.12,Upholstery,6,120,0.021
666,Polyester,5.34,Overlock,3,90,0.0008
667,Silk,8.99,Topstitching,4,120,0.001
668,Cotton,5.04,Overlock,2,80,0.0008
669,Polyester,5.34,Overlock,1,80,0.0008
670,Cotton,14.99,Upholstery,5,150,0.01
671,Linen,9.08,Upholstery,6,200,0.011
672,Cotton,13.23,Upholstery,5,120,0.0092
673,Cotton,5.34,Overlock,2,100,0.0009
674,Polyester,5.34,Overlock,1,80,0.0008
675,Wool,7.78,Woven,4,80,0.015
676,Cotton,8.89,Straight,3,250,0.21
677,Canvas,13.67,Topstitching,5,150,0.0081
678,Canvas,13.67,Topstitching,5,150,0.0081
679,Leather,8,Two Needle,1,20,0.1093
680,Satin,5.34,Twill,2,100,0.0081
681,Lace,4.11,Embroidery,1,60,0.007
682,Cotton,16.7,Upholstery,5,150,0.203
683,Cotton,8.88,Overlock,3,100,0.00102
684,Polyester,5.34,Overlock,2,90,0.0008
685,Cotton,5.11,Overlock,2,90,0.0009
686,Polyester,5.21,Overlock,1,80,0.0007
687,Cotton,5.34,Topstitching,3,100,0.0021
688,Cotton,5.34,Overlock,3,120,0.0007
689,Silk,8.84,Topstitching,4,140,0.002
690,Leather,8,Two Needle,1,20,0.1134
691,Leather,9,Two Needle,1,20,0.10011
692,Cotton,5.34,Overlock,3,150,0.0001
693,Polyester,4.44,Overlock,2,80,0.00045
694,Cotton,7.77,Topstitching,6,90,0.00326
695,Polyester,6.67,Topstitching,4,110,0.00034
696,Canvas,13.33,Topstitching,5,70,0.0098
697,Canvas,12.11,Topstitching,5,90,0.0118
698,Cotton,16.12,Upholstery,5,100,0.0192
699,Cotton,9.83,Overlock,7,150,0.00567
700,Cotton,13.12,Upholstery,6,120,0.021
701,Polyester,5.34,Overlock,3,90,0.0008
702,Silk,8.99,Topstitching,4,120,0.001
703,Cotton,5.04,Overlock,2,80,0.0008
704,Polyester,5.34,Overlock,1,80,0.0008
705,Cotton,14.99,Upholstery,5,150,0.01
706,Linen,9.08,Upholstery,6,200,0.011
707,Cotton,13.23,Upholstery,5,120,0.0092
708,Cotton,5.34,Overlock,2,100,0.0009
709,Polyester,5.34,Overlock,1,80,0.0008
710,Wool,7.78,Woven,4,80,0.015
711,Cotton,8.89,Straight,3,250,0.21
712,Canvas,13.67,Topstitching,5,150,0.0081
713,Canvas,13.67,Topstitching,5,150,0.0081
714,Leather,8,Two Needle,1,20,0.1093
715,Satin,5.34,Twill,2,100,0.0081
716,Lace,4.11,Embroidery,1,60,0.007
717,Cotton,16.7,Upholstery,5,150,0.203
718,Cotton,8.88,Overlock,3,100,0.00102
719,Polyester,5.34,Overlock,2,90,0.0008
720,Cotton,5.11,Overlock,2,90,0.0009
721,Polyester,5.21,Overlock,1,80,0.0007
722,Cotton,5.34,Topstitching,3,100,0.0021
723,Cotton,5.34,Overlock,3,120,0.0007
724,Silk,8.84,Topstitching,4,140,0.002
725,Leather,8,Two Needle,1,20,0.1134
726,Leather,9,Two Needle,1,20,0.10011
727,Cotton,5.34,Overlock,3,150,0.0001
728,Polyester,4.44,Overlock,2,80,0.00045
729,Cotton,7.77,Topstitching,6,90,0.00326
730,Polyester,6.67,Topstitching,4,110,0.00034
731,Canvas,13.33,Topstitching,5,70,0.0098
732,Canvas,12.11,Topstitching,5,90,0.0118
733,Cotton,16.12,Upholstery,5,100,0.0192
734,Cotton,9.83,Overlock,7,150,0.00567
735,Cotton,13.12,Upholstery,6,120,0.021
736,Polyester,5.34,Overlock,3,90,0.0008
737,Silk,8.99,Topstitching,4,120,0.001
738,Cotton,5.04,Overlock,2,80,0.0008
739,Polyester,5.34,Overlock,1,80,0.0008
740,Cotton,14.99,Upholstery,5,150,0.01
741,Linen,9.08,Upholstery,6,200,0.011
742,Cotton,13.23,Upholstery,5,120,0.0092
743,Cotton,5.34,Overlock,2,100,0.0009
744,Polyester,5.34,Overlock,1,80,0.0008
745,Wool,7.78,Woven,4,80,0.015
746,Cotton,8.89,Straight,3,250,0.21
747,Canvas,13.67,Topstitching,5,150,0.0081
748,Canvas,13.67,Topstitching,5,150,0.0081
749,Leather,8,Two Needle,1,20,0.1093
750,Satin,5.34,Twill,2,100,0.0081
751,Lace,4.11,Embroidery,1,60,0.007
752,Cotton,16.7,Upholstery,5,150,0.203
753,Cotton,8.88,Overlock,3,100,0.00102
754,Polyester,5.34,Overlock,2,90,0.0008
755,Cotton,5.11,Overlock,2,90,0.0009
756,Polyester,5.21,Overlock,1,80,0.0007
757,Cotton,5.34,Topstitching,3,100,0.0021
758,Cotton,5.34,Overlock,3,120,0.0007
759,Silk,8.84,Topstitching,4,140,0.002
760,Leather,8,Two Needle,1,20,0.1134
761,Leather,9,Two Needle,1,20,0.10011
762,Cotton,5.34,Overlock,3,150,0.0001
763,Polyester,4.44,Overlock,2,80,0.00045
764,Cotton,7.77,Topstitching,6,90,0.00326
765,Polyester,6.67,Topstitching,4,110,0.00034
766,Canvas,13.33,Topstitching,5,70,0.0098
767,Canvas,12.11,Topstitching,5,90,0.0118
768,Cotton,16.12,Upholstery,5,100,0.0192
769,Cotton,9.83,Overlock,7,150,0.00567
770,Cotton,13.12,Upholstery,6,120,0.021
771,Polyester,5.34,Overlock,3,90,0.0008
772,Silk,8.99,Topstitching,4,120,0.001
773,Cotton,5.04,Overlock,2,80,0.0008
774,Polyester,5.34,Overlock,1,80,0.0008
775,Cotton,14.99,Upholstery,5,150,0.01
776,Linen,9.08,Upholstery,6,200,0.011
777,Cotton,13.23,Upholstery,5,120,0.0092
778,Cotton,5.34,Overlock,2,100,0.0009
779,Polyester,5.34,Overlock,1,80,0.0008
780,Wool,7.78,Woven,4,80,0.015
781,Cotton,8.89,Straight,3,250,0.21
782,Canvas,13.67,Topstitching,5,150,0.0081
783,Canvas,13.67,Topstitching,5,150,0.0081
784,Leather,8,Two Needle,1,20,0.1093
785,Satin,5.34,Twill,2,100,0.0081
786,Lace,4.11,Embroidery,1,60,0.007
787,Cotton,16.7,Upholstery,5,150,0.203
788,Cotton,8.88,Overlock,3,100,0.00102
789,Polyester,5.34,Overlock,2,90,0.0008
790,Cotton,5.11,Overlock,2,90,0.0009
791,Polyester,5.21,Overlock,1,80,0.0007
792,Cotton,5.34,Topstitching,3,100,0.0021
793,Cotton,5.34,Overlock,3,120,0.0007
794,Silk,8.84,Topstitching,4,140,0.002
795,Leather,8,Two Needle,1,20,0.1134
796,Leather,9,Two Needle,1,20,0.10011
797,Cotton,5.34,Overlock,3,150,0.0001
798,Polyester,4.44,Overlock,2,80,0.00045
799,Cotton,7.77,Topstitching,6,90,0.00326
800,Polyester,6.67,Topstitching,4,110,0.00034
801,Canvas,13.33,Topstitching,5,70,0.0098
802,Canvas,12.11,Topstitching,5,90,0.0118
803,Cotton,16.12,Upholstery,5,100,0.0192
804,Cotton,9.83,Overlock,7,150,0.00567
805,Cotton,13.12,Upholstery,6,120,0.021
806,Polyester,5.34,Overlock,3,90,0.0008
807,Silk,8.99,Topstitching,4,120,0.001
808,Cotton,5.04,Overlock,2,80,0.0008
809,Polyester,5.34,Overlock,1,80,0.0008
810,Cotton,14.99,Upholstery,5,150,0.01
811,Linen,9.08,Upholstery,6,200,0.011
812,Cotton,13.23,Upholstery,5,120,0.0092
813,Cotton,5.34,Overlock,2,100,0.0009
814,Polyester,5.34,Overlock,1,80,0.0008
815,Wool,7.78,Woven,4,80,0.015
816,Cotton,8.89,Straight,3,250,0.21
817,Canvas,13.67,Topstitching,5,150,0.0081
818,Canvas,13.67,Topstitching,5,150,0.0081
819,Leather,8,Two Needle,1,20,0.1093
820,Satin,5.34,Twill,2,100,0.0081
821,Lace,4.11,Embroidery,1,60,0.007
822,Cotton,16.7,Upholstery,5,150,0.203
823,Cotton,8.88,Overlock,3,100,0.00102
824,Polyester,5.34,Overlock,2,90,0.0008
825,Cotton,5.11,Overlock,2,90,0.0009
826,Polyester,5.21,Overlock,1,80,0.0007
827,Cotton,5.34,Topstitching,3,100,0.0021
828,Cotton,5.34,Overlock,3,120,0.0007
829,Silk,8.84,Topstitching,4,140,0.002
830,Leather,8,Two Needle,1,20,0.1134
831,Leather,9,Two Needle,1,20,0.10011
832,Cotton,5.34,Overlock,3,150,0.0001
833,Polyester,4.44,Overlock,2,80,0.00045
834,Cotton,7.77,Topstitching,6,90,0.00326
835,Polyester,6.67,Topstitching,4,110,0.00034
836,Canvas,13.33,Topstitching,5,70,0.0098
837,Canvas,12.11,Topstitching,5,90,0.0118
838,Cotton,16.12,Upholstery,5,100,0.0192
839,Cotton,9.83,Overlock,7,150,0.00567
840,Cotton,13.12,Upholstery,6,120,0.021
841,Polyester,5.34,Overlock,3,90,0.0008
842,Silk,8.99,Topstitching,4,120,0.001
843,Cotton,5.04,Overlock,2,80,0.0008
844,Polyester,5.34,Overlock,1,80,0.0008
845,Cotton,14.99,Upholstery,5,150,0.01
846,Linen,9.08,Upholstery,6,200,0.011
847,Cotton,13.23,Upholstery,5,120,0.0092
848,Cotton,5.34,Overlock,2,100,0.0009
849,Polyester,5.34,Overlock,1,80,0.0008
850,Wool,7.78,Woven,4,80,0.015
851,Cotton,8.89,Straight,3,250,0.21
852,Canvas,13.67,Topstitching,5,150,0.0081
853,Canvas,13.67,Topstitching,5,150,0.0081
854,Leather,8,Two Needle,1,20,0.1093
855,Satin,5.34,Twill,2,100,0.0081
856,Lace,4.11,Embroidery,1,60,0.007
857,Cotton,16.7,Upholstery,5,150,0.203
858,Cotton,8.88,Overlock,3,100,0.00102
859,Polyester,5.34,Overlock,2,90,0.0008
860,Cotton,5.11,Overlock,2,90,0.0009
861,Polyester,5.21,Overlock,1,80,0.0007
862,Cotton,5.34,Topstitching,3,100,0.0021
863,Cotton,5.34,Overlock,3,120,0.0007
864,Silk,8.84,Topstitching,4,140,0.002
865,Leather,8,Two Needle,1,20,0.1134
866,Leather,9,Two Needle,1,20,0.10011
867,Cotton,5.34,Overlock,3,150,0.0001
868,Polyester,4.44,Overlock,2,80,0.00045
869,Cotton,7.77,Topstitching,6,90,0.00326
870,Polyester,6.67,Topstitching,4,110,0.00034
871,Canvas,13.33,Topstitching,5,70,0.0098
872,Canvas,12.11,Topstitching,5,90,0.0118
873,Cotton,16.12,Upholstery,5,100,0.0192
874,Cotton,9.83,Overlock,7,150,0.00567
875,Cotton,13.12,Upholstery,6,120,0.021
876,Polyester,5.34,Overlock,3,90,0.0008
877,Silk,8.99,Topstitching,4,120,0.001
878,Cotton,5.04,Overlock,2,80,0.0008
879,Polyester,5.34,Overlock,1,80,0.0008
880,Cotton,14.99,Upholstery,5,150,0.01
881,Linen,9.08,Upholstery,6,200,0.011
882,Cotton,13.23,Upholstery,5,120,0.0092
883,Cotton,5.34,Overlock,2,100,0.0009
884,Polyester,5.34,Overlock,1,80,0.0008
885,Wool,7.78,Woven,4,80,0.015
886,Cotton,8.89,Straight,3,250,0.21
887,Canvas,13.67,Topstitching,5,150,0.0081
888,Canvas,13.67,Topstitching,5,150,0.0081
889,Leather,8,Two Needle,1,20,0.1093
890,Satin,5.34,Twill,2,100,0.0081
891,Lace,4.11,Embroidery,1,60,0.007
892,Cotton,16.7,Upholstery,5,150,0.203
893,Cotton,8.88,Overlock,3,100,0.00102
894,Polyester,5.34,Overlock,2,90,0.0008
895,Cotton,5.11,Overlock,2,90,0.0009
896,Polyester,5.21,Overlock,1,80,0.0007
897,Cotton,5.34,Topstitching,3,100,0.0021
898,Cotton,5.34,Overlock,3,120,0.0007
899,Silk,8.84,Topstitching,4,140,0.002
900,Leather,8,Two Needle,1,20,0.1134
901,Leather,9,Two Needle,1,20,0.10011
902,Cotton,5.34,Overlock,3,150,0.0001
903,Polyester,4.44,Overlock,2,80,0.00045
904,Cotton,7.77,Topstitching,6,90,0.00326
905,Polyester,6.67,Topstitching,4,110,0.00034
906,Canvas,13.33,Topstitching,5,70,0.0098
907,Canvas,12.11,Topstitching,5,90,0.0118
908,Cotton,16.12,Upholstery,5,100,0.0192
909,Cotton,9.83,Overlock,7,150,0.00567
910,Cotton,13.12,Upholstery,6,120,0.021
911,Polyester,5.34,Overlock,3,90,0.0008
912,Silk,8.99,Topstitching,4,120,0.001
913,Cotton,5.04,Overlock,2,80,0.0008
914,Polyester,5.34,Overlock,1,80,0.0008
915,Cotton,14.99,Upholstery,5,150,0.01
916,Linen,9.08,Upholstery,6,200,0.011
917,Cotton,13.23,Upholstery,5,120,0.0092
918,Cotton,5.34,Overlock,2,100,0.0009
919,Polyester,5.34,Overlock,1,80,0.0008
920,Wool,7.78,Woven,4,80,0.015
921,Cotton,8.89,Straight,3,250,0.21
922,Canvas,13.67,Topstitching,5,150,0.0081
923,Canvas,13.67,Topstitching,5,150,0.0081
924,Leather,8,Two Needle,1,20,0.1093
925,Satin,5.34,Twill,2,100,0.0081
926,Lace,4.11,Embroidery,1,60,0.007
927,Cotton,16.7,Upholstery,5,150,0.203
928,Cotton,8.88,Overlock,3,100,0.00102
929,Polyester,5.34,Overlock,2,90,0.0008
930,Cotton,5.11,Overlock,2,90,0.0009
931,Polyester,5.21,Overlock,1,80,0.0007
932,Cotton,5.34,Topstitching,3,100,0.0021
933,Cotton,5.34,Overlock,3,120,0.0007
934,Silk,8.84,Topstitching,4,140,0.002
935,Leather,8,Two Needle,1,20,0.1134
936,Leather,9,Two Needle,1,20,0.10011
937,Cotton,5.34,Overlock,3,150,0.0001
938,Polyester,4.44,Overlock,2,80,0.00045
939,Cotton,7.77,Topstitching,6,90,0.00326
940,Polyester,6.67,Topstitching,4,110,0.00034
941,Canvas,13.33,Topstitching,5,70,0.0098
942,Canvas,12.11,Topstitching,5,90,0.0118
943,Cotton,16.12,Upholstery,5,100,0.0192
944,Cotton,9.83,Overlock,7,150,0.00567
945,Cotton,13.12,Upholstery,6,120,0.021
946,Polyester,5.34,Overlock,3,90,0.0008
947,Silk,8.99,Topstitching,4,120,0.001
948,Cotton,5.04,Overlock,2,80,0.0008
949,Polyester,5.34,Overlock,1,80,0.0008
950,Cotton,14.99,Upholstery,5,150,0.01
951,Linen,9.08,Upholstery,6,200,0.011
952,Cotton,13.23,Upholstery,5,120,0.0092
953,Cotton,5.34,Overlock,2,100,0.0009
954,Polyester,5.34,Overlock,1,80,0.0008
955,Wool,7.78,Woven,4,80,0.015
956,Cotton,8.89,Straight,3,250,0.21
957,Canvas,13.67,Topstitching,5,150,0.0081
958,Canvas,13.67,Topstitching,5,150,0.0081
959,Leather,8,Two Needle,1,20,0.1093
960,Satin,5.34,Twill,2,100,0.0081
961,Lace,4.11,Embroidery,1,60,0.007
962,Cotton,16.7,Upholstery,5,150,0.203
963,Cotton,8.88,Overlock,3,100,0.00102
964,Polyester,5.34,Overlock,2,90,0.0008
965,Cotton,5.11,Overlock,2,90,0.0009
966,Polyester,5.21,Overlock,1,80,0.0007
967,Cotton,5.34,Topstitching,3,100,0.0021
968,Cotton,5.34,Overlock,3,120,0.0007
969,Silk,8.84,Topstitching,4,140,0.002
970,Leather,8,Two Needle,1,20,0.1134
971,Leather,9,Two Needle,1,20,0.10011
972,Cotton,5.34,Overlock,3,150,0.0001
973,Polyester,4.44,Overlock,2,80,0.00045
974,Cotton,7.77,Topstitching,6,90,0.00326
975,Polyester,6.67,Topstitching,4,110,0.00034
976,Canvas,13.33,Topstitching,5,70,0.0098
977,Canvas,12.11,Topstitching,5,90,0.0118
978,Cotton,16.12,Upholstery,5,100,0.0192
979,Cotton,9.83,Overlock,7,150,0.00567
980,Cotton,13.12,Upholstery,6,120,0.021
981,Polyester,5.34,Overlock,3,90,0.0008
982,Silk,8.99,Topstitching,4,120,0.001
983,Cotton,5.04,Overlock,2,80,0.0008
984,Polyester,5.34,Overlock,1,80,0.0008
985,Cotton,14.99,Upholstery,5,150,0.01
986,Linen,9.08,Upholstery,6,200,0.011
987,Cotton,13.23,Upholstery,5,120,0.0092
988,Cotton,5.34,Overlock,2,100,0.0009
989,Polyester,5.34,Overlock,1,80,0.0008
990,Wool,7.78,Woven,4,80,0.015
991,Cotton,8.89,Straight,3,250,0.21
992,Canvas,13.67,Topstitching,5,150,0.0081
993,Canvas,13.67,Topstitching,5,150,0.0081
994,Leather,8,Two Needle,1,20,0.1093
995,Satin,5.34,Twill,2,100,0.0081
996,Lace,4.11,Embroidery,1,60,0.007
997,Cotton,16.7,Upholstery,5,150,0.203
998,Cotton,8.88,Overlock,3,100,0.00102
999,Polyester,5.34,Overlock,2,90,0.0008
1000,Cotton,5.11,Overlock,2,90,0.0009
1001,Polyester,5.21,Overlock,1,80,0.0007
1002,Cotton,5.34,Topstitching,3,100,0.0021
1003,Cotton,5.34,Overlock,3,120,0.0007
1004,Silk,8.84,Topstitching,4,140,0.002
1005,Leather,8,Two Needle,1,20,0.1134
1006,Leather,9,Two Needle,1,20,0.10011
1007,Cotton,5.34,Overlock,3,150,0.0001
1008,Polyester,4.44,Overlock,2,80,0.00045
1009,Cotton,7.77,Topstitching,6,90,0.00326
1010,Polyester,6.67,Topstitching,4,110,0.00034
1011,Canvas,13.33,Topstitching,5,70,0.0098
1012,Canvas,12.11,Topstitching,5,90,0.0118
1013,Cotton,16.12,Upholstery,5,100,0.0192
1014,Cotton,9.83,Overlock,7,150,0.00567
1015,Cotton,13.12,Upholstery,6,120,0.021
1016,Polyester,5.34,Overlock,3,90,0.0008
1017,Silk,8.99,Topstitching,4,120,0.001
1018,Cotton,5.04,Overlock,2,80,0.0008
1019,Polyester,5.34,Overlock,1,80,0.0008
1020,Cotton,14.99,Upholstery,5,150,0.01
1021,Linen,9.08,Upholstery,6,200,0.011
1022,Cotton,13.23,Upholstery,5,120,0.0092
1023,Cotton,5.34,Overlock,2,100,0.0009
1024,Polyester,5.34,Overlock,1,80,0.0008
1025,Wool,7.78,Woven,4,80,0.015
1026,Cotton,8.89,Straight,3,250,0.21
1027,Canvas,13.67,Topstitching,5,150,0.0081
1028,Canvas,13.67,Topstitching,5,150,0.0081
1029,Leather,8,Two Needle,1,20,0.1093
1030,Satin,5.34,Twill,2,100,0.0081
1031,Lace,4.11,Embroidery,1,60,0.007
1032,Cotton,16.7,Upholstery,5,150,0.203
1033,Cotton,8.88,Overlock,3,100,0.00102
1034,Polyester,5.34,Overlock,2,90,0.0008
1035,Cotton,5.11,Overlock,2,90,0.0009
1036,Polyester,5.21,Overlock,1,80,0.0007
1037,Cotton,5.34,Topstitching,3,100,0.0021
1038,Cotton,5.34,Overlock,3,120,0.0007
1039,Silk,8.84,Topstitching,4,140,0.002
1040,Leather,8,Two Needle,1,20,0.1134
1041,Leather,9,Two Needle,1,20,0.10011
1042,Cotton,5.34,Overlock,3,150,0.0001
1043,Polyester,4.44,Overlock,2,80,0.00045
1044,Cotton,7.77,Topstitching,6,90,0.00326
1045,Polyester,6.67,Topstitching,4,110,0.00034
1046,Canvas,13.33,Topstitching,5,70,0.0098
1047,Canvas,12.11,Topstitching,5,90,0.0118
1048,Cotton,16.12,Upholstery,5,100,0.0192
1049,Cotton,9.83,Overlock,7,150,0.00567
1050,Cotton,13.12,Upholstery,6,120,0.021
1051,Polyester,5.34,Overlock,3,90,0.0008
1052,Silk,8.99,Topstitching,4,120,0.001
1053,Cotton,5.04,Overlock,2,80,0.0008
1054,Polyester,5.34,Overlock,1,80,0.0008
1055,Cotton,14.99,Upholstery,5,150,0.01
1056,Linen,9.08,Upholstery,6,200,0.011
1057,Cotton,13.23,Upholstery,5,120,0.0092
1058,Cotton,5.34,Overlock,2,100,0.0009
1059,Polyester,5.34,Overlock,1,80,0.0008
1060,Wool,7.78,Woven,4,80,0.015
1061,Cotton,8.89,Straight,3,250,0.21
1062,Canvas,13.67,Topstitching,5,150,0.0081
1063,Canvas,13.67,Topstitching,5,150,0.0081
1064,Leather,8,Two Needle,1,20,0.1093
1065,Satin,5.34,Twill,2,100,0.0081
1066,Lace,4.11,Embroidery,1,60,0.007
1067,Cotton,16.7,Upholstery,5,150,0.203
1068,Cotton,8.88,Overlock,3,100,0.00102
1069,Polyester,5.34,Overlock,2,90,0.0008
1070,Cotton,5.11,Overlock,2,90,0.0009
1071,Polyester,5.21,Overlock,1,80,0.0007
1072,Cotton,5.34,Topstitching,3,100,0.0021
1073,Cotton,5.34,Overlock,3,120,0.0007
1074,Silk,8.84,Topstitching,4,140,0.002
1075,Leather,8,Two Needle,1,20,0.1134
1076,Leather,9,Two Needle,1,20,0.10011
1077,Cotton,5.34,Overlock,3,150,0.0001
1078,Polyester,4.44,Overlock,2,80,0.00045
1079,Cotton,7.77,Topstitching,6,90,0.00326
1080,Polyester,6.67,Topstitching,4,110,0.00034
1081,Canvas,13.33,Topstitching,5,70,0.0098
1082,Canvas,12.11,Topstitching,5,90,0.0118
1083,Cotton,16.12,Upholstery,5,100,0.0192
1084,Cotton,9.83,Overlock,7,150,0.00567
1085,Cotton,13.12,Upholstery,6,120,0.021
1086,Polyester,5.34,Overlock,3,90,0.0008
1087,Silk,8.99,Topstitching,4,120,0.001
1088,Cotton,5.04,Overlock,2,80,0.0008
1089,Polyester,5.34,Overlock,1,80,0.0008
1090,Cotton,14.99,Upholstery,5,150,0.01
1091,Linen,9.08,Upholstery,6,200,0.011
1092,Cotton,13.23,Upholstery,5,120,0.0092
1093,Cotton,5.34,Overlock,2,100,0.0009
1094,Polyester,5.34,Overlock,1,80,0.0008
1095,Wool,7.78,Woven,4,80,0.015
1096,Cotton,8.89,Straight,3,250,0.21
1097,Canvas,13.67,Topstitching,5,150,0.0081
1098,Canvas,13.67,Topstitching,5,150,0.0081
1099,Leather,8,Two Needle,1,20,0.1093
1100,Satin,5.34,Twill,2,100,0.0081
1101,Lace,4.11,Embroidery,1,60,0.007
1102,Cotton,16.7,Upholstery,5,150,0.203
1103,Cotton,8.88,Overlock,3,100,0.00102
1104,Polyester,5.34,Overlock,2,90,0.0008
1105,Cotton,5.11,Overlock,2,90,0.0009
1106,Polyester,5.21,Overlock,1,80,0.0007
1107,Cotton,5.34,Topstitching,3,100,0.0021
1108,Cotton,5.34,Overlock,3,120,0.0007
1109,Silk,8.84,Topstitching,4,140,0.002
1110,Leather,8,Two Needle,1,20,0.1134
1111,Leather,9,Two Needle,1,20,0.10011
1112,Cotton,5.34,Overlock,3,150,0.0001
1113,Polyester,4.44,Overlock,2,80,0.00045
1114,Cotton,7.77,Topstitching,6,90,0.00326
1115,Polyester,6.67,Topstitching,4,110,0.00034
1116,Canvas,13.33,Topstitching,5,70,0.0098
1117,Canvas,12.11,Topstitching,5,90,0.0118
1118,Cotton,16.12,Upholstery,5,100,0.0192
